Trocha(mm),Peralte(mm),Distancia(m),Latitud,Longitud,Velocidad(km/h),HoraGPS
1001.5, -90.00,288.844, -34.597610,-58.387721,0.0,12:07:05
1007.0, -66.99,289.894, No data,No data,0.0,00:00:00
1013.3, -77.44,290.891, -34.597610,-58.387724,0.0,12:07:06
1017.0, -75.82,291.959, No data,No data,0.0,00:00:00
1017.2, -85.70,292.977, -34.597606,-58.387728,0.0,12:07:07
1016.1, -81.82,294.152, No data,No data,0.0,00:00:00
1013.9, -93.75,295.282, -34.597606,-58.387732,0.0,12:07:08
1014.7, -69.02,296.420, No data,No data,0.0,00:00:00
1016.6, -37.48,297.424, -34.597602,-58.387740,0.0,12:07:09
1017.5, -12.84,298.417, No data,No data,0.0,00:00:00
1019.1, -46.70,299.214, No data,No data,0.0,00:00:00
1018.3, -40.97,299.954, No data,No data,0.0,00:00:00
1017.5, -36.76,300.855, No data,No data,0.0,00:00:00
1016.5, -30.46,301.668, No data,No data,0.0,00:00:00
1014.6, -45.35,302.183, No data,No data,0.0,00:00:00
1014.8, -24.54,302.442, No data,No data,0.0,00:00:00
1013.9, -29.81,302.763, No data,No data,0.0,00:00:00
1013.7, -28.67,303.042, No data,No data,0.0,00:00:00
1013.8, -41.72,303.488, No data,No data,0.0,00:00:00
1013.3, -34.89,303.900, No data,No data,0.0,00:00:00
1013.1, -26.38,304.518, No data,No data,0.0,00:00:00
1010.6, -34.42,305.307, No data,No data,0.0,00:00:00
1010.2, -38.93,306.111, No data,No data,0.0,00:00:00
1007.5, -55.93,307.046, No data,No data,0.0,00:00:00
1007.8, -42.59,307.955, No data,No data,0.0,00:00:00
1009.2, -83.34,308.885, No data,No data,0.0,00:00:00
1011.6, -44.08,309.893, No data,No data,0.0,00:00:00
1011.3, -84.64,310.859, No data,No data,0.0,00:00:00
1012.3, -52.24,311.811, No data,No data,0.0,00:00:00
1014.7, -52.17,312.633, No data,No data,0.0,00:00:00
1015.2, -67.92,313.540, No data,No data,0.0,00:00:00
1016.6, -71.81,314.124, No data,No data,0.0,00:00:00
1018.5, -35.09,315.119, No data,No data,0.0,00:00:00
1019.2, -32.45,315.925, -34.597583,-58.387782,1.2,12:07:49
1020.0, -38.18,316.720, No data,No data,0.0,00:00:00
1020.4, 1.00,317.304, -34.597583,-58.387785,0.0,12:07:50
1020.9, -18.23,317.739, No data,No data,0.0,00:00:00
Trocha(mm),Peralte(mm),Distancia(m),Latitud,Longitud,Velocidad(km/h),HoraGPS
1005.0, -33.09,2.265, No data,No data,0.0,00:00:00
1003.3, -57.38,3.783, No data,No data,0.0,00:00:00
1001.5, -79.16,5.645, No data,No data,0.0,00:00:00
999.7, -65.20,8.046, No data,No data,0.0,00:00:00
999.9, -9.00,9.856, No data,No data,0.0,00:00:00
999.6, -53.80,13.058, No data,No data,0.0,00:00:00
1001.8, -23.25,16.139, No data,No data,0.0,00:00:00
1001.6, -37.27,19.986, No data,No data,0.0,00:00:00
1004.6, -16.57,22.305, No data,No data,0.0,00:00:00
1004.8, -22.95,24.637, No data,No data,0.0,00:00:00
1007.7, -67.42,26.926, No data,No data,0.0,00:00:00
1003.8, -64.53,29.761, No data,No data,0.0,00:00:00
1007.1, -41.06,31.604, No data,No data,0.0,00:00:00
1009.0, -25.32,33.611, No data,No data,0.0,00:00:00
1003.1, -90.71,35.338, No data,No data,0.0,00:00:00
1003.3, -45.20,38.200, No data,No data,0.0,00:00:00
1004.1, -41.87,41.547, No data,No data,0.0,00:00:00
1006.7, 5.38,44.157, No data,No data,0.0,00:00:00
1010.0, -86.99,46.144, No data,No data,0.0,00:00:00
1009.0, -18.16,47.419, No data,No data,0.0,00:00:00
1008.7, -31.52,48.620, No data,No data,0.0,00:00:00
1006.6, 4.25,49.450, No data,No data,0.0,00:00:00
1003.2, -68.61,50.000, No data,No data,0.0,00:00:00
1002.3, -46.47,50.905, No data,No data,0.0,00:00:00
1001.9, -3.61,52.165, No data,No data,0.0,00:00:00
998.6, -43.68,53.911, No data,No data,0.0,00:00:00
996.0, 7.79,56.177, No data,No data,0.0,00:00:00
996.3, -41.15,58.735, No data,No data,0.0,00:00:00
1001.0, -66.41,61.830, No data,No data,0.0,00:00:00
1005.3, -27.28,64.973, No data,No data,0.0,00:00:00
1002.1, -87.62,68.401, No data,No data,0.0,00:00:00
997.8, 39.66,71.439, No data,No data,0.0,00:00:00
1000.5, -76.27,67.880, No data,No data,0.0,00:00:00
1006.7, -42.54,71.294, No data,No data,0.0,00:00:00
1003.3, -47.45,74.764, No data,No data,0.0,00:00:00
1002.8, -80.19,77.880, No data,No data,0.0,00:00:00
1000.2, -113.42,81.094, No data,No data,0.0,00:00:00
1001.9, -26.80,77.808, No data,No data,0.0,00:00:00
1001.7, -37.65,75.105, No data,No data,0.0,00:00:00
1004.8, -25.58,72.217, No data,No data,0.0,00:00:00
1009.7, -28.54,68.534, No data,No data,0.0,00:00:00
1007.3, -60.06,72.165, No data,No data,0.0,00:00:00
1004.8, -78.48,75.807, No data,No data,0.0,00:00:00
1003.1, -108.12,78.882, No data,No data,0.0,00:00:00
1003.1, -71.98,81.814, No data,No data,0.0,00:00:00
1000.3, -74.76,84.632, No data,No data,0.0,00:00:00
1001.2, -97.08,87.588, No data,No data,0.0,00:00:00
998.7, -44.24,90.602, No data,No data,0.0,00:00:00
1002.0, -58.99,93.843, No data,No data,0.0,00:00:00
1006.2, -33.32,97.012, No data,No data,0.0,00:00:00
1006.2, -102.44,100.407, No data,No data,0.0,00:00:00
1001.8, -50.18,103.843, No data,No data,0.0,00:00:00
998.2, -63.24,107.397, No data,No data,0.0,00:00:00
994.6, -191.40,111.091, No data,No data,0.0,00:00:00
999.9, -23.01,114.717, No data,No data,0.0,00:00:00
998.0, -58.19,118.440, No data,No data,0.0,00:00:00
995.9, -43.74,121.957, No data,No data,0.0,00:00:00
992.4, -77.51,125.473, No data,No data,0.0,00:00:00
1003.8, -105.95,128.942, No data,No data,0.0,00:00:00
1000.3, -54.03,132.558, No data,No data,0.0,00:00:00
1001.3, -73.16,133.195, -34.597480,-58.388152,3.1,12:09:02
999.7, -88.54,134.571, No data,No data,0.0,00:00:00
1000.0, 12.66,131.283, No data,No data,0.0,00:00:00
1002.1, 11.36,127.519, No data,No data,0.0,00:00:00
1004.3, -41.13,123.783, No data,No data,0.0,00:00:00
1005.3, 13.45,120.754, No data,No data,0.0,00:00:00
1003.5, -116.78,124.611, No data,No data,0.0,00:00:00
996.1, -43.56,128.012, No data,No data,0.0,00:00:00
998.5, -69.60,130.917, No data,No data,0.0,00:00:00
1002.5, -43.29,133.204, No data,No data,0.0,00:00:00
1005.7, -15.65,133.980, No data,No data,0.0,00:00:00
1006.5, -24.69,136.240, No data,No data,0.0,00:00:00
1006.6, -37.09,138.045, No data,No data,0.0,00:00:00
1007.3, -19.44,139.478, No data,No data,0.0,00:00:00
1006.6, -15.86,140.653, No data,No data,0.0,00:00:00
1006.8, -6.28,141.692, -34.597449,-58.388228,0.8,12:09:10
1006.5, -24.12,142.530, No data,No data,0.0,00:00:00
1006.6, -62.46,143.034, -34.597449,-58.388232,0.0,12:09:11
Trocha(mm),Peralte(mm),Distancia(m),Latitud,Longitud,Velocidad(km/h),HoraGPS
1006.4, 6.69,0.358, No data,No data,0.0,00:00:00
1007.4, -0.83,1.030, No data,No data,0.0,00:00:00
1007.1, -26.96,2.173, No data,No data,0.0,00:00:00
1006.8, -46.87,3.592, No data,No data,0.0,00:00:00
1006.8, -36.35,5.144, No data,No data,0.0,00:00:00
1005.3, -65.38,6.936, No data,No data,0.0,00:00:00
1004.2, -55.18,8.825, No data,No data,0.0,00:00:00
1002.4, -61.82,10.855, No data,No data,0.0,00:00:00
1000.1, -69.15,12.907, No data,No data,0.0,00:00:00
997.9, -105.71,15.510, No data,No data,0.0,00:00:00
997.3, -40.64,18.339, No data,No data,0.0,00:00:00
1005.7, -87.18,21.638, No data,No data,0.0,00:00:00
1008.3, -116.95,24.595, No data,No data,0.0,00:00:00
1004.4, -157.95,27.789, No data,No data,0.0,00:00:00
1002.0, -116.61,30.958, No data,No data,0.0,00:00:00
1000.2, -73.64,34.574, No data,No data,0.0,00:00:00
998.3, -75.73,35.729, No data,No data,0.0,00:00:00
999.3, -38.48,39.283, No data,No data,0.0,00:00:00
1000.8, -74.43,35.721, No data,No data,0.0,00:00:00
1002.4, -20.27,32.062, No data,No data,0.0,00:00:00
1005.2, -87.52,33.015, No data,No data,0.0,00:00:00
997.6, -41.40,34.314, No data,No data,0.0,00:00:00
994.4, -73.77,38.144, No data,No data,0.0,00:00:00
998.1, -113.00,41.100, No data,No data,0.0,00:00:00
997.3, -52.56,44.298, No data,No data,0.0,00:00:00
997.7, -90.60,47.405, No data,No data,0.0,00:00:00
996.2, -68.88,50.712, No data,No data,0.0,00:00:00
996.6, -97.39,54.166, No data,No data,0.0,00:00:00
999.2, -94.46,58.010, No data,No data,0.0,00:00:00
1006.6, -50.24,61.523, No data,No data,0.0,00:00:00
1003.7, -57.78,65.161, No data,No data,0.0,00:00:00
997.9, -86.89,61.301, No data,No data,0.0,00:00:00
999.2, -51.17,57.545, No data,No data,0.0,00:00:00
1000.8, -98.72,54.063, No data,No data,0.0,00:00:00
1003.0, -9.79,50.474, No data,No data,0.0,00:00:00
1003.9, -44.11,54.201, No data,No data,0.0,00:00:00
1007.2, -71.14,57.855, No data,No data,0.0,00:00:00
1010.0, -28.55,61.474, -34.597484,-58.388106,3.3,12:10:39
1006.2, -121.22,65.328, No data,No data,0.0,00:00:00
1001.6, -138.26,61.477, -34.597484,-58.388094,0.0,12:10:40
1001.4, -75.03,57.841, No data,No data,0.0,00:00:00
999.0, -114.41,54.269, -34.597488,-58.388079,0.0,12:10:41
1000.6, -76.47,57.914, No data,No data,0.0,00:00:00
1003.7, -123.18,61.622, -34.597491,-58.388068,0.0,12:10:42
1007.6, -5.72,65.445, No data,No data,0.0,00:00:00
1004.3, -77.50,66.267, -34.597491,-58.388060,0.0,12:10:43
1001.0, -70.89,63.535, No data,No data,0.0,00:00:00
1003.0, -75.15,59.998, -34.597499,-58.388045,0.0,12:10:44
1002.0, -58.99,63.808, No data,No data,0.0,00:00:00
996.4, -148.55,67.600, -34.597503,-58.388026,0.0,12:10:45
999.0, -78.77,71.348, No data,No data,0.0,00:00:00
1005.5, -54.13,75.079, -34.597507,-58.388014,0.0,12:10:46
1006.3, 8.94,71.325, No data,No data,0.0,00:00:00
1007.3, -57.99,74.898, -34.597514,-58.387999,0.0,12:10:47
1005.6, -38.55,78.372, No data,No data,0.0,00:00:00
1003.8, -23.86,81.554, -34.597518,-58.387984,0.0,12:10:48
1003.1, -86.59,85.111, No data,No data,0.0,00:00:00
1007.2, -50.65,88.766, -34.597522,-58.387972,0.0,12:10:49
1007.8, -22.09,85.055, No data,No data,0.0,00:00:00
1006.2, -24.68,86.063, No data,No data,0.0,00:00:00
1007.2, -45.57,88.336, No data,No data,0.0,00:00:00
1006.4, -39.15,90.547, No data,No data,0.0,00:00:00
1004.8, -60.66,93.314, No data,No data,0.0,00:00:00
1004.7, -25.57,93.962, No data,No data,0.0,00:00:00
1003.1, -25.34,94.772, No data,No data,0.0,00:00:00
1002.3, 2.38,95.407, No data,No data,0.0,00:00:00
1002.4, -16.52,96.901, No data,No data,0.0,00:00:00
1001.2, -0.61,98.419, No data,No data,0.0,00:00:00
1002.0, -2.48,99.219, No data,No data,0.0,00:00:00
1000.7, -15.00,100.203, No data,No data,0.0,00:00:00
1000.8, -34.62,101.385, No data,No data,0.0,00:00:00
999.9, -1.35,102.955, No data,No data,0.0,00:00:00
1001.3, -15.01,104.545, No data,No data,0.0,00:00:00
1000.7, 11.17,106.038, No data,No data,0.0,00:00:00
1001.2, 13.23,107.416, No data,No data,0.0,00:00:00
1002.0, 3.69,108.567, No data,No data,0.0,00:00:00
1003.4, 9.50,109.829, No data,No data,0.0,00:00:00
1004.5, -7.56,110.974, No data,No data,0.0,00:00:00
1004.7, 7.06,111.883, No data,No data,0.0,00:00:00
1006.5, 12.89,112.580, No data,No data,0.0,00:00:00
1007.2, 17.41,113.203, No data,No data,0.0,00:00:00
1008.5, 20.25,113.639, No data,No data,0.0,00:00:00
1008.8, 27.97,114.033, No data,No data,0.0,00:00:00
1008.7, 19.68,114.375, No data,No data,0.0,00:00:00
1009.8, 14.80,114.673, -34.597556,-58.387877,0.1,12:11:06
1010.5, 26.12,114.924, No data,No data,0.0,00:00:00
1010.0, 22.15,115.246, -34.597564,-58.387873,0.0,12:11:08
1011.7, 19.91,115.622, No data,No data,0.0,00:00:00
1011.9, 32.76,115.924, No data,No data,0.0,00:00:00
1014.2, -2.00,116.301, No data,No data,0.0,00:00:00
1014.9, 22.42,116.923, No data,No data,0.0,00:00:00
1016.6, 31.36,117.424, No data,No data,0.0,00:00:00
1020.3, 30.88,117.875, No data,No data,0.0,00:00:00
1017.9, 75.25,118.697, No data,No data,0.0,00:00:00
1011.8, -111.50,119.241, -34.597568,-58.387862,0.0,12:11:12
1013.9, 4.05,119.582, No data,No data,0.0,00:00:00
1012.9, -76.46,120.522, No data,No data,0.0,00:00:00
1008.4, 35.49,120.944, No data,No data,0.0,00:00:00
Trocha(mm),Peralte(mm),Distancia(m),Latitud,Longitud,Velocidad(km/h),HoraGPS
1002.1, 41.11,0.303, No data,No data,0.0,00:00:00
1002.1, 36.44,-0.048, No data,No data,0.0,00:00:00
1000.2, 32.64,-0.479, -34.597594,-58.387835,0.0,12:15:08
1000.3, 38.25,-0.807, No data,No data,0.0,00:00:00
999.9, 40.85,-0.391, No data,No data,0.0,00:00:00
1001.0, 33.97,-0.737, -34.597594,-58.387835,0.3,12:15:11
1000.0, 40.11,-1.103, No data,No data,0.0,00:00:00
1000.7, 29.67,-0.825, No data,No data,0.0,00:00:00
1000.5, 32.09,-1.085, No data,No data,0.0,00:00:00
1002.1, 31.01,-1.372, No data,No data,0.0,00:00:00
1001.4, 35.29,-1.657, No data,No data,0.0,00:00:00
1000.8, 28.92,-2.093, No data,No data,0.0,00:00:00
1003.3, 20.17,-2.546, No data,No data,0.0,00:00:00
1003.3, 29.35,-2.824, No data,No data,0.0,00:00:00
1003.3, 30.85,-2.561, No data,No data,0.0,00:00:00
1003.2, 33.10,-2.853, No data,No data,0.0,00:00:00
1002.8, 31.03,-2.521, No data,No data,0.0,00:00:00
1003.0, 29.53,-2.891, No data,No data,0.0,00:00:00
1003.0, 35.71,-2.591, No data,No data,0.0,00:00:00
1004.4, 47.75,-2.305, No data,No data,0.0,00:00:00
1004.8, 34.83,-2.740, No data,No data,0.0,00:00:00
1004.1, 37.62,-3.160, No data,No data,0.0,00:00:00
1004.4, 38.94,-3.459, No data,No data,0.0,00:00:00
1005.6, 33.16,-3.757, No data,No data,0.0,00:00:00
1006.0, 34.11,-4.083, No data,No data,0.0,00:00:00
1005.7, 33.16,-4.353, No data,No data,0.0,00:00:00
1006.4, 33.37,-4.643, No data,No data,0.0,00:00:00
1005.8, 39.55,-4.915, No data,No data,0.0,00:00:00
1006.2, 32.61,-5.305, No data,No data,0.0,00:00:00
1006.8, 34.69,-5.818, No data,No data,0.0,00:00:00
1007.5, 26.25,-6.281, No data,No data,0.0,00:00:00
1008.6, 22.13,-6.753, No data,No data,0.0,00:00:00
1011.1, 53.49,-7.238, No data,No data,0.0,00:00:00
1010.5, 24.80,-7.593, No data,No data,0.0,00:00:00
1012.7, 45.25,-7.887, No data,No data,0.0,00:00:00
1012.6, 29.56,-8.139, No data,No data,0.0,00:00:00
1017.2, 14.87,-8.435, No data,No data,0.0,00:00:00
